Date,Hour,Dealers,SKU,SRP,Promotion Price,Change,Sold,Rate,Vendor,Series Group,Segment,CPU Segment,CPU,RAM,SSD,Screen,GPU,V-RAM,Weight,Products link,Part #,Focus Model,Status
26/07/2026,17:48,FPT Retail,Laptop HP Gaming Victus 15-fa2732TX i5-13420H (B85LPPA),31990000,27990000,,,,HP,Gaming,VICTUS,Core i5,Core i5 13420H,16 GB (1 thanh 16 GB) DDR4,SSD 512 GB,"15.6 inch, 1920 x 1080 Pixels, 144 HzHz, 62.5% SRGB",RTX 4050,6G,,https://fptshop.com.vn/may-tinh-xach-tay/hp-gaming-victus-15-fa2732tx-i5-13420h-b85lppa,B85LPPA,No,
26/07/2026,17:48,FPT Retail,Laptop HP OmniBook 7 14-fs0042TU Core 5 210H (C1MP3PA),30190000,27990000,,,,HP,Business& Productivity,OmniBook,Core 5,Core 5 210H,24 GB (2 thanh 12GB) LPDDR5,SSD 512,"14 inch, 1920 x 1200 Pixels, 60 HzHz, 62.5% SRGB",Intel Graphics,,,https://fptshop.com.vn/may-tinh-xach-tay/hp-omnibook-7-14-fs0042tu-core-5-210h-c1mp3pa,C1MP3PA,No,
26/07/2026,17:48,FPT Retail,Laptop Acer Gaming Nitro V 15 ANV15-41-R732 R5 6600H,28990000,26490000,,,,Acer,Gaming,Nitro V,Ryzen 5,Ryzen 5 6600H,16 GB,SSD 512 GB,15.6 inch,RTX 4050,6G,,https://fptshop.com.vn/may-tinh-xach-tay/acer-gaming-nitro-v-15-anv15-41-r732-r5-6600h,ANV15-41-R732,No,
26/07/2026,17:48,FPT Retail,Laptop Gigabyte Gaming A16 CMHI2VN894SH i7 13620H,30990000,29490000,,,,Gigabyte,Gaming,Gaming A16,Core i7,Core i7 13620H,16 GB,1GB SSD,16 inch,RTX 4050,6G,,https://fptshop.com.vn/may-tinh-xach-tay/gigabyte-gaming-a16-cmhi2vn894sh-i7-13620h,CMHI2VN894S,No,
26/07/2026,17:48,FPT Retail,Laptop Asus Vivobook 14 X1404MA-EB028W Core 5 320,31990000,26490000,,,,Asus,Business& Productivity,Vivobook,Core 5,Core 5 320,16 GB DDR5,SSD 512,"14 inch, 1920 x 1080 Pixels, 60Hz, 45% NTSC color gamut",,,,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-14-x1404ma-eb028w-core-5-320,X1404MA-EB028W,No,
26/07/2026,17:48,FPT Retail,Laptop HP Gaming Victus 15-fa2731TX i5-13420H (B85LNPA),29990000,24990000,,,,HP,Gaming,VICTUS,Core i5,Core i5 13420H,16 GB DDR4,SSD 512,"15.6 inch, 1920 x 1080 Pixels, 144 HzHz, 62.5% SRGB",RTX 3050,6G,,https://fptshop.com.vn/may-tinh-xach-tay/hp-gaming-victus-15-fa2731tx-i5-13420h-b85lnpa,B85LNPA,No,
26/07/2026,17:48,FPT Retail,Laptop Asus Vivobook 16 X1607CA-MB990W Ultra 7 255H,27990000,25490000,,,,Asus,Business& Productivity,Vivobook,Core Ultra 7,Core Ultra 7 255H,16 GB DDR5,SSD 512 GB,"16 inch, 1920 x 1200 Pixels, 60Hz",Intel Graphics,,,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-16-x1607ca-mb990w-ultra-7-255h,X1607CA-MB990W,No,
26/07/2026,17:48,FPT Retail,Laptop HP EliteBook 6 G1i Core Ultra 5 225H (BQ9M9PT),39990000,30990000,,,,HP,Business& Productivity,EliteBook,Core Ultra 5,Core Ultra 5 225H,16 GB DDR5,SSD 512,"14 inch, 1920 x 1200 Pixels, 0 Hãng không công bốHz",Intel Arc 130T GPU,,,https://fptshop.com.vn/may-tinh-xach-tay/hp-elitebook-6-g1i-core-ultra-5-225h-bq9m9pt,BQ9M9PT,No,
26/07/2026,17:48,FPT Retail,Laptop Gigabyte Gaming A16 CVHI3VNC93SH i7 13620H,38490000,37290000,,,,Gigabyte,Gaming,Gaming A16,Core i7,Core i7 13620H,16 GB (1 thanh 16 GB),SSD 512 GB,16 inch,RTX 5060,8G,,https://fptshop.com.vn/may-tinh-xach-tay/gigabyte-gaming-a16-cvhi3vnc93sh-i7-13620h,CVHI3VNC93SH,No,
26/07/2026,17:48,FPT Retail,Laptop HP OmniBook X Flip 14-fm0076TU Ultra 7-258V (BZ7P6PA),40890000,36990000,,,,HP,Business& Productivity,OmniBook,Core Ultra 7,Core Ultra 7 258V,32 GB (2 thanh 16 GB) LPDDR5,SSD 512,"14 inch, 1920 x 1200 Pixels, 0 Hãng không công bốHz, 62.5% SRGB",Intel Graphics,,,https://fptshop.com.vn/may-tinh-xach-tay/hp-omnibook-x-flip-14-fm0076tu-ultra-7-258v-bz7p6pa,BZ7P6PA,No,
26/07/2026,17:48,FPT Retail,Laptop Dell 15 DC15250 i7-1355U (i7U161W11SLU),26990000,25990000,,,,Dell,Business& Productivity,Dell 15,Core i7,Core i7 1355U,16 GB,1GB SSD,15.6 inch,Intel UHD Graphics,,,https://fptshop.com.vn/may-tinh-xach-tay/dell-15-dc15250-i7-1355u-i7u161w11slu,U161W11SLU,No,
26/07/2026,17:48,FPT Retail,Laptop Asus Vivobook 15 X1504MA-BQ632W Core 5 320,26990000,21490000,,,,Asus,Business& Productivity,Vivobook,Core 5,Core 5 320,8 GB DDR5,SSD 512,"15.6 inch, 1920 x 1080 Pixels, 60Hz, 45% NTSC color gamut",,,,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-15-x1504ma-bq632w-core-5-320,X1504MA-BQ632W,No,
26/07/2026,17:48,FPT Retail,Laptop Lenovo Gaming Legion 5 15AHP11 R7-250 (83Q7001JVN),54990000,53990000,,,,Lenovo,Gaming,Legion,Ryzen 7 AI,Ryzen AI 7 250,16 GB (1 thanh 16 GB) DDR5,SSD 512 GB,"15.3 inch, 2560 x 1600 Pixels, 165 HzHz, 100% DCI-P3",RTX 5060,8G,,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-gaming-legion-5-15ahp11-r7-250-83q7001jvn,83Q7001JVN,No,
26/07/2026,17:48,FPT Retail,MacBook Pro 14 M5 2025 10CPU/10GPU/16GB/1TB,54990000,51990000,,,,MacBook,Business& Productivity,MacBook Pro,,M5 10,16 GB (1 thanh 16 GB) Hãng không công bố,SSD 1,"14.2 inch, 3024 x 1964 Pixels, 120 HzHz",,,,https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-14-m5-2025-10cpu-10gpu-16gb-1tb,,No,
26/07/2026,17:48,FPT Retail,Laptop MSI Gaming Katana 15 HX B14WFK-025VN i7 14650HX,41990000,39990000,,,,MSI,Gaming,Katana,Core i7,Core i7 14650HX,16 GB (2 thanh 8 GB),SSD 512 GB,15.6 inch,RTX 5060,8G,,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-katana-15-hx-b14wfk-025vn-i7-14650hx,025VN,No,
26/07/2026,17:48,FPT Retail,Laptop HP ProBook 4 G1iR Core 7 150U (C5PL1PT),33790000,29490000,,,,HP,Business& Productivity,Probook,Core 7,Core 7 150U,16 GB (1 thanh 16 GB) DDR5,SSD 512,"14 inch, 1920 x 1200 Pixels, 60 HzHz",Intel Graphics,,,https://fptshop.com.vn/may-tinh-xach-tay/hp-probook-4-g1ir-core-7-150u-c5pl1pt,C5PL1PT,No,
26/07/2026,17:48,FPT Retail,Laptop Dell 16 Plus DB16250 Ultra 7 256V (X65NW7),44990000,42290000,,,,Dell,Business& Productivity,Dell 16,Core Ultra 7,Core Ultra 7 256V,16 GB DDR5,SSD 1,"16 inch, 2560 x 1600 Pixels, 120 HzHz, 45% NTSC",Intel Arc Graphics,,,https://fptshop.com.vn/may-tinh-xach-tay/dell-16-plus-db16250-ultra-7-256v,X65NW7,No,
26/07/2026,17:48,FPT Retail,Laptop Acer Aspire Lite 15 AL15-48P-R5MN R5 5625U,16990000,16490000,,,,Acer,Business& Productivity,Aspire Lite,Ryzen 5,Ryzen 5 5625U,8 GB (1 thanh 8 GB),SSD 512 GB,15.6 inch,AMD Radeon Graphics,,,https://fptshop.com.vn/may-tinh-xach-tay/acer-aspire-lite-15-al15-48p-r5mn-r5-5625u,AL15-48P-R5MN,No,
26/07/2026,17:48,FPT Retail,Laptop Asus Vivobook Gaming V16 V3607VJ-RP071W Core 5 210H,29990000,23990000,,,,Asus,Gaming,Vivobook Gaming,Core 5,Core 5 240H,16 GB DDR5,SSD 512 GB,"16 inch, 1920 x 1200 Pixels, 144 HzHz",RTX 3050,6G,,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-gaming-v16-v3607vj-rp071w-core-5-210h,V3607VJ-RP071W,No,
26/07/2026,17:48,FPT Retail,Laptop Asus Vivobook S14 M3407KA-SF034WS AMD Ryzen AI 5 330,24990000,23790000,,,,Asus,Business& Productivity,Vivobook,Ryzen 5 AI,Ryzen AI 5 330,16 GB,SSD 512 GB,14 inch,AMD Radeon Graphics,,,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-s14-m3407ka-sf034ws-amd-ryzen-ai-5-330,M3407KA-SF034WS,No,
26/07/2026,17:48,FPT Retail,Laptop HP EliteBook 6 G1i Core Ultra 7 255H (BQ9N4PT),43990000,38490000,,,,HP,Business& Productivity,EliteBook,Core Ultra 7,Core Ultra 7 255H,16 GB DDR5,SSD 512,"14 inch, 1920 x 1200 Pixels, 0 Hãng không công bốHz",,,,https://fptshop.com.vn/may-tinh-xach-tay/hp-elitebook-6-g1i-core-ultra-7-255h-bq9n4pt,BQ9N4PT,No,
26/07/2026,17:48,FPT Retail,Laptop Gigabyte Gaming A16-CMHI2VN893SH i7 13620H,29990000,28990000,,,,Gigabyte,Gaming,Gaming A16,Core i7,Core i7 13620H,16 GB (1 thanh 16 GB),SSD 512 GB,16 inch,RTX 4050,6G,,https://fptshop.com.vn/may-tinh-xach-tay/gigabyte-gaming-a16-cmhi2vn893sh-i7-13620h,CMHI2VN893S,No,
26/07/2026,17:48,FPT Retail,Laptop Asus Vivobook 14 M1407KA-LY849W R5 330,24990000,21490000,,,,Asus,Business& Productivity,Vivobook,Ryzen 5 AI,Ryzen AI 5 330,16 GB (1 thanh 16 GB) DDR5,SSD 512 GB,"14 inch, 1920 x 1200 Pixels, 60Hz, 45% NTSC color gamut",AMD Radeon Graphics,,,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-14-m1407ka-ly849w-r5-330,M1407KA-LY849W,No,
26/07/2026,17:48,FPT Retail,Laptop HP OmniBook 7 Aero 13-bg1085AU Ryzen Al 7 350 (BZ7U6PA),33190000,31190000,,,,HP,Business& Productivity,OmniBook,Ryzen 7 AI,Ryzen AI 7 350,16 GB LPDDR5,SSD 512,"13.3 inch, 1920 x 1200 Pixels, 0 Hãng không công bốHz",AMD Radeon Graphics,,,https://fptshop.com.vn/may-tinh-xach-tay/hp-omnibook-7-aero-13-bg1085au-ryzen-al-7-350-bz7u6pa,BZ7U6PA,No,
26/07/2026,17:48,FPT Retail,Laptop Lenovo Gaming LOQ 15IRX10 i7 13650HX 16GB (83JE00PEVN),42990000,39990000,,,,Lenovo,Gaming,LOQ,Core i7,Core i7 13650HX,16 GB (1 thanh 16 GB) DDR5,SSD 512 GB,"15.6 inch, 1920 x 1080 Pixels, 144 HzHz, 100% sRGB",RTX 5050,8G,,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-gaming-loq-15irx10-i7-13650hx-16gb-83je00pevn,83JE00PEVN,No,
26/07/2026,17:48,FPT Retail,Laptop Asus Vivobook S16 S3607AA-SH042W Ultra 5 325,37490000,29590000,,,,Asus,Business& Productivity,Vivobook,Core Ultra 5,Core Ultra 5 325,16 GB DDR5,SSD 512,"16 inch, 1920 x 1200 Pixels, 60Hz, 95% DCI-P3 color gamut",Intel Arc Graphics,,,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-s16-s3607aa-sh042w-ultra-5-325,S3607AA-SH042W,No,
26/07/2026,17:48,FPT Retail,Laptop Colorful Rimbook L1 i5 13420H (A10205500050),20990000,18490000,,,,Other,Business& Productivity,Rimbook L1,Core i5,Core i5 13420H,,,,,,,https://fptshop.com.vn/may-tinh-xach-tay/colorful-rimbook-l1-i5-13420h-a10205500050,A10205500050,No,
26/07/2026,17:48,FPT Retail,Laptop HP Gaming Victus 15-fa2456TX i7 13620H (D2HP1PA),38890000,34690000,,,,HP,Gaming,VICTUS,Core i7,Core i7 13620H,24 GB DDR5,SSD 512 GB,"15.6 inch, 1920 x 1080 Pixels, 144 HzHz",RTX 5050,8G,,https://fptshop.com.vn/may-tinh-xach-tay/hp-gaming-victus-15-fa2456tx-i7-13620h-d2hp1pa,D2HP1PA,No,
26/07/2026,17:48,FPT Retail,Laptop HP 245 G10 R7-7730U (BG5U8PT),19990000,18990000,,,,HP,Business& Productivity,HP 245,Ryzen 7,Ryzen 7 7730U,16 GB (1 thanh 16 GB),SSD 512 GB,14 inch,AMD Radeon Graphics,,,https://fptshop.com.vn/may-tinh-xach-tay/hp-245-g10-r7-7730u-bg5u8pt,BG5U8PT,No,
26/07/2026,17:48,FPT Retail,Laptop Acer Swift 14 AI SF14-51-53P9 Ultra 5 226V,34490000,31990000,,,,Acer,Business& Productivity,Swift,Core Ultra 5,Core Ultra 5 226V,16 GB (1 thanh 16 GB) DDR5,SSD 1,"14 inch, 2880 x 1800 Pixels, 90 HzHz, 100% DCI-P3",Intel Arc Graphics 130V,,,https://fptshop.com.vn/may-tinh-xach-tay/acer-swift-14-ai-sf14-51-53p9-ultra5-226v,SF14-51-53P9,No,
26/07/2026,17:48,FPT Retail,Laptop Asus Zenbook 14 UM3406GA-QD075W Ryzen AI 7 445,39990000,35690000,,,,Asus,Business& Productivity,Zenbook,Ryzen AI Max,Ryzen AI Max+ 392,16 GB LPDDR5X,SSD 512,"14 inch, 1920 x 1200 Pixels, 60Hz, 100% DCI-P3 color gamut",,,,https://fptshop.com.vn/may-tinh-xach-tay/asus-zenbook-14-um3406ga-qd075w-amd-ryzen-ai-7-445,UM3406GA-QD075W,No,
26/07/2026,17:48,FPT Retail,MacBook Pro 14 M5 Pro 2026 15CPU/16GPU/24GB/1TB/70W,68990000,64990000,,,,MacBook,Business& Productivity,MacBook Pro,,,24 GB (1 thanh 24 GB) Hãng không công bố,SSD 1,,,,,https://fptshop.com.vn/may-tinh-xach-tay/macbook-pro-14-m5-pro-2026-15cpu-16gpu-24gb-1tb,,No,
26/07/2026,17:48,FPT Retail,Laptop HP OmniBook 7 14-fs0032TU Core 9 270H (C1NT8PA),41590000,36490000,,,,HP,Business& Productivity,OmniBook,Core 9,Core 9 270H,32 GB (1 thanh 32 GB) LPDDR5,SSD 512,"14 inch, 1920 x 1200 Pixels, 60Hz, 62.5% SRGB",Intel Graphics,,,https://fptshop.com.vn/may-tinh-xach-tay/hp-omnibook-7-14-fs0032tu-core-9-270h-c1nt8pa,C1NT8PA,No,
26/07/2026,17:48,FPT Retail,Laptop MSI Gaming Cyborg 15 A13VEK-2089VN i7 13620H,33990000,29990000,,,,MSI,Gaming,Cyborg,Core i7,Core i7 13620H,16 GB,SSD 512 GB,15.6 inch,RTX 4050,6G,,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-cyborg-15-a13vek-2089vn-i7-13620h,2089VN,No,
26/07/2026,17:48,FPT Retail,Laptop Dell 15 DC15250 i7 1355U (71073959),25990000,23490000,,,,Dell,Business& Productivity,Dell 15,Core i7,Core i7 1355U,16 GB (1 thanh 16 GB),SSD 512 GB,15.6 inch,Intel UHD Graphics,,,https://fptshop.com.vn/may-tinh-xach-tay/dell-15-dc15250-i7-1355u-71073959,71073959,No,
26/07/2026,17:48,FPT Retail,Laptop Acer Gaming Nitro ProPanel ANV15-41-R0FE R7 7735HS,29990000,26990000,,,,Acer,Gaming,Nitro ProPanel,Ryzen 7,Ryzen 7 7735HS,16 GB (1 thanh 16 GB) DDR5,SSD 512 GB,"15.6 inch, FHD (1920 x 1080), 180 HzHz, 100% sRGB",RTX 3050,4G,,https://fptshop.com.vn/may-tinh-xach-tay/acer-gaming-nitro-v-15-propanel-anv15-41-r0fe-r7-7735hs,ANV15-41-R0FE,No,
26/07/2026,17:48,FPT Retail,Laptop Lenovo V14 G5 IRL Core 7 240 (83HD0035VN),28690000,26990000,,,,Lenovo,Business& Productivity,V14,Core 7,Core 7 240H,16 GB (1 thanh 16 GB) DDR5,SSD 512,"14 inch, 1920 x 1080 Pixels, 60 HzHz, 45% NTSC",Intel Graphics,,,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-v14-g5-irl-core-7-240h-83hd0035vn,83HD0035VN,No,
26/07/2026,17:48,FPT Retail,Laptop Dell 15 DC15250 i7 1355U (CPH997),26990000,25990000,,,,Dell,Business& Productivity,Dell 15,Core i7,Core i7 1355U,16 GB (1 thanh 16 GB),1GB SSD,15.6 inch,Intel UHD Graphics,,,https://fptshop.com.vn/may-tinh-xach-tay/dell-15-dc15250-i7-1355u-cph997,CPH997,No,
26/07/2026,17:48,FPT Retail,MacBook Air 13 M5 2026 10CPU/10GPU/32GB/1TB/70W,55290000,49990000,,,,MacBook,Business& Productivity,MacBook Air,,M5 10,32 GB Hãng không công bố,SSD 1,"13.6 inch, 2560 x 1644 Pixels, 60 HzHz",,,,https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-13-m5-2026-10cpu-10gpu-32gb-1tb-70w,,No,
26/07/2026,17:48,FPT Retail,Laptop Acer Aspire 7 Gaming A715-59G-57TU i5-12450H Ram 16GB,23990000,22490000,,,,Acer,Gaming,Aspire 7 Gaming,Core i5,Core i5 12450H,16 GB,SSD 512 GB,15.6 inch,RTX 4050,6G,,https://fptshop.com.vn/may-tinh-xach-tay/acer-aspire-7-gaming-a715-59g-57tu-i5-12450h-16gb,A715-59G-57TU,No,
26/07/2026,17:48,FPT Retail,Laptop Dell 14 DC14250 Core 5 120U (F0FTK5),26490000,25490000,,,,Dell,Business& Productivity,Dell 14,Core 5,Core 5 120U,16 GB (1 thanh 16 GB),1GB SSD,14 inch,Intel Graphics,,,https://fptshop.com.vn/may-tinh-xach-tay/dell-14-dc14250-core-5-120u-f0ftk5,120U,No,
26/07/2026,17:48,FPT Retail,Laptop Asus Vivobook S14 S3407AA-SF945W Ultra 5-325,37490000,29190000,,,,Asus,Business& Productivity,Vivobook,Core Ultra 5,Core Ultra 5 325,16 GB DDR5,SSD 512,"14 inch, 1920 x 1200 Pixels, 60Hz",Intel Graphics,,,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-s14-s3407aa-sf945w-ultra-5-325,S3407AA-SF945W,No,
26/07/2026,17:48,FPT Retail,Laptop Asus Vivobook S14 S3407CA-LY095WS Ultra 5 225H,24990000,23490000,,,,Asus,Business& Productivity,Vivobook,Core Ultra 5,Core Ultra 5 225H,16 GB,SSD 512 GB,14 inch,Intel UHD Graphics,,,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-s14-s3407ca-ly095ws-ultra-5-225h,S3407CA-LY095WS,No,
26/07/2026,17:48,FPT Retail,Laptop Asus Vivobook 14 X1404MA-EB219W Core 5 320,26990000,21390000,,,,Asus,Business& Productivity,Vivobook,Core 5,Core 5 320,8 GB DDR5,SSD 512,"14 inch, 1920 x 1080 Pixels, 60Hz, 45% NTSC color gamut",Intel Graphics,,,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-14-x1404ma-eb219w-core-5-320,X1404MA-EB219W,No,
26/07/2026,17:48,FPT Retail,Laptop Asus Vivobook X1605VA-MB1826W i3-1315U,15490000,14990000,,,,Asus,Business& Productivity,Vivobook,Core i3,Core i3 1315U,8 GB (1 thanh 8 GB),SSD 512 GB,16 inch,Intel UHD Graphics,,,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-x1605va-mb1826w,X1605VA-MB1826W,No,
26/07/2026,17:48,FPT Retail,MacBook Air 13 M5 2026 10CPU/10GPU/24GB/1TB/35W,49790000,44990000,,,,MacBook,Business& Productivity,MacBook Air,,M5 10,24 GB (1 thanh 24 GB) Hãng không công bố,SSD 1,"13.6 inch, 2560 x 1644 Pixels, 60 HzHz",,,,https://fptshop.com.vn/may-tinh-xach-tay/macbook-air-13-m5-2026-10cpu-10gpu-24gb-1tb,,No,
26/07/2026,17:48,FPT Retail,Laptop HP 14-em0255AU R5-7530U (C81N3PA),23990000,18890000,,,,HP,Business& Productivity,HP 14,Ryzen 7,Ryzen 7 7530U,16 GB (2 thanh 8 GB) DDR4,SSD 512 GB,"14 inch, 1920 x 1080 Pixels, 60 HzHz, 45% NTSC",AMD Radeon Graphics,,,https://fptshop.com.vn/may-tinh-xach-tay/hp-14-em0255au-r5-7530u-c81n3pa,C81N3PA,No,
26/07/2026,17:48,FPT Retail,Laptop Asus ExpertBook P1503CVA-C5H16-63WS Core 5 210H,26990000,24290000,,,,Asus,Business& Productivity,ExpertBook,Core 5,Core 5 210H,16 GB DDR5,SSD 512,"15.6 inch, 1920 x 1080 Pixels, 60Hz, 45% NTSC",Intel Graphics,,,https://fptshop.com.vn/may-tinh-xach-tay/asus-expertbook-p1503cva-c5h16-63ws-core-5-210h,P1503CVA-C5H16,No,
26/07/2026,17:48,FPT Retail,Laptop Lenovo ThinkBook 14 G9 IRL i5-13420H (21SG00ABVN),30090000,29090000,,,,Lenovo,Business& Productivity,ThinkBook,Core 5,Core 5 210H,16 GB DDR5,SSD 512,"14 inch, 1920 x 1200 Pixels, 60 HzHz, 45% NTSC",Intel Graphics,,,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-thinkbook-14-g9-irl-core-5-210h-21uy008xvn,21SG00ABVN,No,
26/07/2026,17:48,FPT Retail,Laptop Asus Vivobook S14 S3407CA-SF923W Ultra 7 255H,31990000,28490000,,,,Asus,Business& Productivity,Vivobook,Core Ultra 7,Core Ultra 7 255HX,,,,Intel Graphics,,,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-s14-s3407ca-sf923w-ultra-7-255h,S3407CA-SF923W,No,
26/07/2026,17:48,FPT Retail,Laptop Colorful Rimbook S1 i5- 12450H (A10205500034),19990000,17490000,,,,Other,Business& Productivity,Rimbook S1,Core i5,Core i5 12450H,16 GB (1 thanh 16 GB) DDR4,SSD 512,"14 inch, 1920 x 1080 Pixels, 60 HzHz, 45% NTSC",,,,https://fptshop.com.vn/may-tinh-xach-tay/colorful-rimbook-s1-i5-12450h-a10205500034,A10205500034,No,
26/07/2026,17:48,FPT Retail,Laptop Asus Vivobook S14 S3407VA-LY053W i7-13620H,25990000,23390000,,,,Asus,Business& Productivity,Vivobook,Core i7,Core i7 13620H,16 GB (2 thanh 8 GB) DDR5,SSD 512,"14 inch, 1920 x 1200 Pixels, 60 HzHz",Intel UHD Graphics,,,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-s14-s3407va-ly053w-i7-13620h,S3407VA-LY053W,No,
26/07/2026,17:48,FPT Retail,Laptop Asus Vivobook 15 X1504VA-BQ165W Core 5 120U,20990000,17990000,,,,Asus,Business& Productivity,Vivobook,Core 5,Core 5 120U,16 GB (2 thanh 8 GB) DDR4,SSD 512 GB,"15.6 inch, 1920 x 1080 Pixels, 60 HzHz, 45% NTSC color gamut",Intel UHD Graphics,,,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-15-x1504va-bq165w-core-5-120u,X1504VA-BQ165W,No,
26/07/2026,17:48,FPT Retail,Laptop Lenovo IdeaPad Slim 5 14IPH11 U5 322 (83S5000CVN),37990000,36990000,,,,Lenovo,Business& Productivity,IdeaPad Slim 5,Core Ultra 5,Core Ultra 5 322,32 GB (2 thanh 16 GB) DDR5,SSD 512,"14 inch, 1920 x 1200 Pixels, 60Hz, 45% NTSC",Intel Graphics,,,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-slim-5-14iph11-u5-322-83s5000cvn,83S5000CVN,No,
26/07/2026,17:48,FPT Retail,Laptop Asus TUF Gaming A16 FA607NUQ-RL007W R7-170,44490000,39490000,,,,Asus,Gaming,Gaming A16,Ryzen 7,Ryzen 7 170,16 GB (1 thanh 16 GB) DDR5,SSD 512,"16 inch, 1920 x 1200 Pixels, 144Hz, 45% NTSC",RTX 4050,6G,,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-a16-fa607nuq-rl007w-r7-170,FA607NUQ-RL007W,No,
26/07/2026,17:48,FPT Retail,Laptop Lenovo IdeaPad Slim 3 16IPH11 U5 322 (83US002TVN),32990000,30090000,,,,Lenovo,Business& Productivity,IdeaPad Slim 3,Core Ultra 5,Core Ultra 5 322,24 GB,SSD 512 GB,16 inch,Intel Graphics,,,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-slim-3-16iph11-u5-322-83us002tvn,83US002TVN,No,
26/07/2026,17:48,FPT Retail,Laptop Lenovo Yoga Slim 7 14IPH11 U7 355 (83QM0075VN),42990000,41990000,,,,Lenovo,Business& Productivity,Yoga,,,,,,,,,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-yoga-slim-7-14iph11-u7-355-83qm0075vn,83QM0075VN,No,
26/07/2026,17:48,FPT Retail,Laptop Acer Swift 14 AI SF14-51-75VP Ultra 7 258V,39990000,37690000,,,,Acer,Business& Productivity,Swift,Core Ultra 7,Core Ultra 7 258V,32 GB (1 thanh 32 GB) DDR5,SSD 1,"14 inch, 2880 x 1800 Pixels, 90 HzHz, 100% DCI-P3",Intel Arc Graphics 140V,,,https://fptshop.com.vn/may-tinh-xach-tay/acer-swift-14-ai-sf14-51-75vp-ultra-7-258v,SF14-51-75VP,No,
26/07/2026,17:48,FPT Retail,Laptop Acer Swift Lite 14 AI SFL14-51M-56HS Ultra 5 125U,20990000,18090000,,,,Acer,Business& Productivity,Swift,Core Ultra 5,Core Ultra 5 125U,16 GB (2 thanh 8 GB),SSD 512 GB,14 inch,Intel Arc Graphics,,,https://fptshop.com.vn/may-tinh-xach-tay/acer-swift-lite-14-ai-sfl14-51m-56hs-u5-125u,SFL14-51M-56HS,No,
26/07/2026,17:48,FPT Retail,Laptop MSI Gaming Cyborg 15 B2RWEKG-402VN Core 5 210H,35990000,35490000,,,,MSI,Gaming,Cyborg,Core 5,Core 5 210H,16 GB (1 thanh 16 GB),SSD 512 GB,15.6 inch,RTX 5050,8G,,https://fptshop.com.vn/may-tinh-xach-tay/msi-gaming-cyborg-15-b2rwekg-402vn-core-5-210h,402VN,No,
26/07/2026,17:48,FPT Retail,Laptop Asus TUF Gaming A16 FA608UM-RV266W R7 260,44990000,42990000,,,,Asus,Gaming,Gaming A16,Ryzen 7,Ryzen 7 260,16 GB (1 thanh 16 GB) DDR5,SSD 512,"16 inch, 1920 x 1200 Pixels, 165Hz",RTX 5060,8G,,https://fptshop.com.vn/may-tinh-xach-tay/asus-tuf-gaming-a16-fa608um-rv266w-r7-260,FA608UM-RV266W,No,
26/07/2026,17:48,FPT Retail,Laptop Lenovo IdeaPad Slim 5 14AGP11 Ryzen AI 7 445 (83S1006RVN),35990000,30990000,,,,Lenovo,Business& Productivity,IdeaPad Slim 5,,,,,,,,,https://fptshop.com.vn/may-tinh-xach-tay/lenovo-ideapad-slim-5-14agp11-ryzen-ai-7-445-83s1006rvn,83S1006RVN,No,
26/07/2026,17:48,FPT Retail,Laptop Asus Vivobook Gaming V16 V3607VM-RP044W Core 7 240H,37290000,35190000,,,,Asus,Gaming,Vivobook Gaming,Core 7,Core 7 240H,16 GB DDR5,SSD 1,"16 inch, 1920 x 1200 Pixels, 144 HzHz, 45% NTSC color gamut",RTX 5060,8G,,https://fptshop.com.vn/may-tinh-xach-tay/asus-vivobook-gaming-v16-v3607vm-rp044w-core-7-240h,V3607VM-RP044W,No,
